1 750 483 450 98.9 0.78 -0.43 1.50 -17.92 1.10 -17.95 1.10 -18.41 1.88 -17.71 1.35
2 670 483 530 98.61 0.99 0.57 1.08 -16.92 1.08 -16.96 1.08 -17.47 1.70 -16.61 1.40
3 590 483 610 97.68 1.6 -0.14 0.96 -17.64 0.96 -17.69 0.96 -17.91 1.29 -17.42 1.44
4 510 483 690 96.45 3.055 0.02 1.27 -17.48 1.27 -17.59 1.27 -17.96 1.64 -17.03 2.00
5 430 483 770 92.42 7.35 2.59 1.02 -14.90 1.02 -15.16 1.02 -15.15 1.57 -15.17 1.34
6 350 483 850 82.94 16.55 2.86 1.25 -14.63 1.25 -15.23 1.22 -15.20 1.75 -15.25 1.72
7 270 483 930 72.48 27.14 1.79 1.31 -15.70 1.31 -16.67 1.26 -16.30 1.63 -17.24 2.00
8 190 483 1010 62.72 36.905 2.80 1.00 -14.69 1.00 -16.01 0.87 -16.39 1.74 -15.89 1.00
9 110 483 1090 54.52 45.09 2.35 1.18 -15.14 1.18 -16.76 1.01 -17.28 1.46 -16.29 1.38
10 30 483 1170 47.945 51.55 0.77 1.35 -16.72 1.35 -18.57 1.16 -18.60 1.57 -18.53 1.72
11 -50 483 1250 42.58 56.92 1.61 1.57 -15.88 1.57 -17.92 1.36 -17.91 1.81 -17.94 2.08
12 -130 483 1330 37.47 62.46 2.39 1.71 -15.10 1.71 -17.34 1.48 -18.29 2.52 -16.83 1.83
13 -210 483 1410 32.82 67.14 1.55 1.47 -15.94 1.47 -18.34 1.16 -18.20 1.86 -18.43 1.48
14 -290 483 1490 29.72 69.855 0.43 1.56 -17.06 1.56 -19.56 1.24 -19.10 1.90 -19.90 1.64
15 -370 483 1570 26.38 73.39 -1.19 1.79 -18.68 1.79 -21.31 1.48 -22.21 2.18 -20.53 2.02
16 -450 483 1650 23.24 76.54 -0.01 1.79 -17.50 1.79 -20.24 1.46 -20.07 2.15 -20.39 1.99
17 -530 483 1730 20.241 79.707 -0.72 1.96 -18.21 1.96 -21.06 1.63 -22.11 2.77 -20.50 2.02
18 -610 483 1810 17.025 83.089 -3.76 2.16 -21.25 2.16 -24.23 1.84 -25.69 2.47 -22.39 2.77
19 -690 483 1890 14.709 85.424 -2.69 1.79 -20.18 1.79 -23.24 1.37 -22.78 1.67 -24.15 1.96
20 -770 483 1970 11.669 88.306 -2.26 2.34 -19.76 2.34 -22.92 2.01 -22.93 3.82 -22.91 2.37
21 -850 483 2050 9.454 90.43 -5.22 2.35 -22.71 2.35 -25.95 2.00 -24.45 3.43 -26.72 2.47
22 -930 483 2130 7.55 92.438 -5.94 2.63 -23.43 2.63 -26.74 2.31 -25.83 3.69 -27.33 2.97
23 -1010 483 2210 5.953 94.108 -8.39 2.77 -25.88 2.77 -29.25 2.46 -28.63 3.01 -30.50 4.27
24 -1090 483 2290 4.75 95.3 -5.08 3.50 -22.58 3.50 -25.99 3.25 -29.60 6.06 -24.52 3.86
25 -1170 483 2370 3.605 96.368 -12.87 4.12 -30.37 4.12 -33.82 3.91 -33.50 5.33 -34.18 5.75
26 -1250 483 2450 2.84 97.11 -5.65 4.71 -23.14 4.71 -26.62 4.52 -26.91 5.41 -25.95 8.22
27 -1330 483 2530 2.03 97.86 -4.69 5.99 -22.18 5.99 -25.68 5.84 -25.71 7.53 -25.65 9.23
28 -1410 483 2610 1.61 98.45 -4.00 6.69 -21.49 6.69 -25.02 6.55 -25.80 8.55 -23.90 10.20
29 -1509 504 2711 1.489 98.587 -3.88 7.22 -21.37 7.22 -24.90 7.10 -27.37 9.95 -22.33 10.13
30 -1570 483 2776 1.44 98.81 -6.24 5.91 -23.74 5.91 -27.27 5.75 -29.35 7.31 -23.91 9.30
31 -1650 483 2856 1.31 98.64 -3.36 5.94 -20.86 5.94 -24.39 5.78 -29.76 7.92 -18.26 8.46
